date,product_id,price,units_sold,holiday,competitor_price,promotion,stock_level,store_location,season
2024-03-09,1013,47.62211585473493,64,0,50.12696565013489,1,397,Houston,Spring
2024-09-17,1013,47.52053201323211,47,0,42.95124721542749,0,397,Houston,Fall
2024-12-20,1013,45.560770250362665,25,0,43.249383916079196,0,62,Houston,Winter
2024-05-18,1013,47.15031812147708,93,0,50.40245699581456,0,317,Houston,Spring
2024-10-23,1013,48.40158161306302,20,0,50.984294008741685,0,244,Houston,Fall
2024-06-18,1013,45.24084298194386,31,1,43.20292936108,0,439,Phoenix,Summer
2024-02-24,1013,45.53690585805611,43,0,43.32261319647366,0,488,Phoenix,Winter
2024-07-12,1013,45.33076649322828,49,0,48.11485181366075,0,441,Phoenix,Summer
2024-12-12,1013,46.30753599236658,91,0,47.266076804240825,0,207,Phoenix,Winter
2024-07-19,1013,45.643499840855156,33,0,49.74190143197509,1,462,Phoenix,Summer
2024-07-17,1013,47.45908111642891,85,0,51.333820227626745,0,301,Phoenix,Summer
2024-03-15,1013,46.82238757502084,35,0,51.18223372556308,0,261,Phoenix,Spring
2024-03-20,1013,47.06817426441351,31,0,47.35183481870093,1,179,Phoenix,Spring
2024-07-14,1013,48.64449228791625,84,0,43.78063451321885,0,461,Phoenix,Summer
2024-07-29,1013,49.13659539654927,93,1,44.169908967763426,1,224,Phoenix,Summer
2024-11-21,1014,14.952591566081928,22,0,17.224338006113115,0,232,New York,Fall
2024-08-07,1014,16.4352554459823,15,0,19.553733291570087,1,490,New York,Summer
2024-07-20,1014,14.671752170631134,19,0,12.023876623584563,0,453,New York,Summer
2024-12-20,1014,14.387401524841026,25,1,10.446151579295929,1,486,New York,Winter
2024-07-13,1014,15.218188069526265,17,0,13.667166139899344,0,414,New York,Summer
2024-12-06,1014,15.483227226572655,51,0,18.6069490382652,1,194,New York,Winter
2024-06-05,1014,14.085807184341824,29,0,11.054884233616258,0,73,New York,Summer
2024-08-02,1014,13.900746168222215,27,0,14.11964772100379,0,329,New York,Summer
2024-09-13,1014,16.653904124253195,91,0,12.484819347453639,0,96,New York,Fall
2024-08-03,1014,13.416991947186313,32,1,14.985899564502152,0,300,New York,Summer
2024-11-18,1014,15.696738349076565,96,1,12.191397259294677,0,362,Los Angeles,Fall
2024-08-05,1014,16.14110897291269,48,0,14.605260927053296,0,463,Los Angeles,Summer
2024-09-30,1014,16.259558718028792,32,0,16.661169991379218,1,380,Los Angeles,Fall
2024-07-18,1014,15.594822867152782,24,0,18.290191748596207,0,421,Los Angeles,Summer
2024-04-08,1014,14.220180427982847,36,0,18.854745963946762,0,285,Los Angeles,Spring
2024-11-03,1014,16.931140246103812,21,0,18.719768231397374,0,79,Los Angeles,Fall
2024-12-10,1014,14.199472753866683,23,0,18.107440351629155,0,90,Los Angeles,Winter
2024-03-09,1014,14.531919311206918,39,1,16.306039555153347,0,481,Los Angeles,Spring
2024-08-16,1014,14.675820419431655,26,0,11.99067277703835,0,247,Los Angeles,Summer
2024-12-18,1014,13.226680267481402,49,0,17.48393313873014,0,269,Los Angeles,Winter
2024-06-30,1014,13.796387294525054,35,0,15.856343086941274,1,108,Chicago,Summer
2024-05-18,1014,15.541197385171435,18,1,11.029468620363874,0,455,Chicago,Spring
2024-11-11,1014,15.426498136947785,62,0,18.58298288372016,0,475,Chicago,Fall
2024-10-01,1014,14.362954751882757,42,0,14.644867494190647,0,306,Chicago,Fall
2024-07-02,1014,16.765682006181756,27,0,12.227329800243865,0,149,Chicago,Summer
2024-08-08,1014,13.334212285468988,20,1,19.39386882107518,0,386,Chicago,Summer
2024-01-26,1014,16.045482977877583,67,0,14.032241377007137,1,210,Chicago,Winter
2024-03-02,1014,15.577141667243517,55,0,14.231066743352184,1,368,Chicago,Spring
2024-09-05,1014,15.87800015534436,91,0,12.252928223826805,1,95,Chicago,Fall
2024-11-06,1014,16.55293981176103,54,1,16.883471230998392,0,257,Chicago,Fall
2024-05-04,1014,14.774663488856476,14,1,17.969231296361805,1,123,Houston,Spring
2024-06-16,1014,15.990043918431546,41,1,10.872375001193676,1,382,Houston,Summer
2024-04-08,1014,15.996579122245809,17,0,14.088755139585755,0,465,Houston,Spring
2024-09-20,1014,14.718142166448748,98,0,14.421694327659244,0,188,Houston,Fall
2024-01-20,1014,16.04638033944585,81,0,13.578126662877388,0,215,Houston,Winter
2024-12-26,1014,15.049513734667894,55,0,18.76739636925936,0,498,Houston,Winter
2024-06-22,1014,16.532636710086134,70,1,19.924607506766094,1,297,Houston,Summer
2024-11-21,1014,16.381368321299743,42,0,15.466417262527436,0,90,Houston,Fall
2024-04-13,1014,14.319735371111271,76,1,19.845753832482707,0,253,Houston,Spring
2024-03-08,1014,16.689494922700682,98,0,18.183265840650957,0,109,Houston,Spring
2024-04-18,1014,13.216260239730225,36,0,17.676435940325607,0,360,Phoenix,Spring
2024-10-13,1014,17.046668820351645,28,0,10.61905044706353,0,95,Phoenix,Fall
2024-10-21,1014,16.323773320655118,29,0,18.349015426620966,0,280,Phoenix,Fall
2024-02-20,1014,15.775371909546523,22,0,16.74396072717553,0,386,Phoenix,Winter
2024-02-28,1014,16.665651472161976,46,0,19.328068061942613,1,364,Phoenix,Winter
2024-07-04,1014,14.268556174793021,21,0,12.327061931129734,0,379,Phoenix,Summer
2024-06-28,1014,13.342718558682618,41,0,17.978437368336994,1,241,Phoenix,Summer
2024-07-04,1014,14.674323176733957,12,0,10.72146775147866,1,269,Phoenix,Summer
2024-09-24,1014,16.940678128698483,90,0,15.833049857857196,1,117,Phoenix,Fall
2024-02-11,1014,16.971274043508515,84,0,15.356411824939821,1,187,Phoenix,Winter
2024-07-14,1015,21.85973797357793,72,0,19.83271198121846,0,50,New York,Summer
2024-08-02,1015,21.854918485652167,83,1,26.906380497752217,0,405,New York,Summer
2024-12-16,1015,23.42453029415973,71,0,20.315539150028673,1,108,New York,Winter
2024-12-19,1015,22.174682876387394,36,0,24.668399566773466,0,85,New York,Winter
2024-12-03,1015,24.86367837238166,14,0,26.85767566615764,0,130,New York,Winter
2024-12-20,1015,24.726339499057445,69,1,26.68659730748722,0,249,New York,Winter
2024-08-06,1015,22.125781658871254,76,0,27.251322306338167,0,481,New York,Summer
2024-07-13,1015,25.29135872446175,63,0,19.619516951565224,0,72,New York,Summer
2024-09-21,1015,22.63699592228344,80,1,23.33734458149111,0,398,New York,Fall
2024-10-22,1015,23.623179483642563,17,0,25.360836143696694,1,394,New York,Fall
2024-06-27,1015,23.92121763711144,52,0,19.809598632110802,1,475,Los Angeles,Summer
2024-05-23,1015,24.843153456637733,18,0,20.541653336627963,1,131,Los Angeles,Spring
2024-11-26,1015,22.294949527518998,62,0,21.564305247614683,0,192,Los Angeles,Fall
2024-08-06,1015,22.429625206238423,55,0,18.884774081885837,0,466,Los Angeles,Summer
2024-06-14,1015,21.68079256931528,66,0,27.33434013817549,0,299,Los Angeles,Summer
2024-03-18,1015,22.170736519233028,74,0,22.18177681028248,0,179,Los Angeles,Spring
2024-11-26,1015,24.22662946180246,35,1,22.570590583198157,0,492,Los Angeles,Fall
2024-03-11,1015,21.48496717031821,67,1,23.6124619153244,0,260,Los Angeles,Spring
2024-03-02,1015,22.173934454749837,43,1,21.198277933115143,1,157,Los Angeles,Spring
2024-06-18,1015,22.58556137156492,40,0,26.37509757318445,0,162,Los Angeles,Summer
2024-07-19,1015,22.98286632490138,59,0,21.72249486103821,0,87,Chicago,Summer
2024-09-21,1015,23.376596367603813,27,1,23.903288565624266,1,316,Chicago,Fall
2024-02-15,1015,24.826250992828374,38,0,21.34591173440346,1,337,Chicago,Winter
2024-05-09,1015,23.756198258979644,38,1,21.015056733334355,1,107,Chicago,Spring
2024-03-09,1015,22.667650813750576,43,0,23.909587500097324,0,116,Chicago,Spring
2024-10-09,1015,22.149903420276708,81,0,18.652159805886075,0,291,Chicago,Fall
2024-11-19,1015,24.148136873823262,15,0,26.214503073597445,0,128,Chicago,Fall
2024-08-30,1015,23.94032442035548,48,0,26.189437246683223,0,216,Chicago,Summer
2024-08-26,1015,23.973869091042243,29,0,24.02893896319049,0,190,Chicago,Summer
2024-12-19,1015,23.883759145693013,27,0,22.733076615697122,0,434,Chicago,Winter
2024-03-31,1015,21.585216793451643,27,0,22.86042354718067,0,336,Houston,Spring
2024-12-29,1015,23.492371167486215,30,1,23.43152685355227,0,166,Houston,Winter
2024-09-08,1015,22.838636129346064,45,0,24.85103650268402,1,55,Houston,Fall
2024-04-25,1015,23.506838789574616,60,1,24.628864616319895,1,420,Houston,Spring
2024-08-10,1015,22.6298216852405,70,1,20.368001701969998,0,344,Houston,Summer
2024-10-29,1015,24.987987478278683,45,0,21.747122211307484,0,358,Houston,Fall
2024-12-07,1015,24.59509872671614,50,0,23.865875185829992,0,448,Houston,Winter
2024-04-13,1015,24.076601678004142,38,1,22.418547574626228,1,499,Houston,Spring
2024-01-26,1015,23.167628897001272,10,0,26.86490796575517,0,88,Houston,Winter
2024-11-06,1015,22.528867135158734,33,0,19.208753432138124,1,178,Houston,Fall
2024-11-20,1015,24.047113003226926,41,0,27.24748525127451,0,399,Phoenix,Fall
2024-01-09,1015,23.47425319823937,48,0,24.120920381555706,1,391,Phoenix,Winter
2024-08-21,1015,22.296559332428163,73,1,27.873092927079178,1,228,Phoenix,Summer
2024-07-25,1015,23.760466860851583,97,0,28.34222377306731,0,163,Phoenix,Summer
2024-12-06,1015,23.531456085824797,86,0,24.779019785733027,0,373,Phoenix,Winter
2024-07-28,1015,23.84750553643922,79,1,18.984070254081296,0,491,Phoenix,Summer
2024-08-19,1015,21.481825519231,37,0,22.584125354669105,1,208,Phoenix,Summer
2024-12-03,1015,24.393996241432337,87,0,27.058790951831668,0,405,Phoenix,Winter
2024-08-08,1015,22.11441417534452,31,0,21.429704564220565,1,448,Phoenix,Summer
2024-06-26,1015,23.699709268800127,15,0,18.623831563667295,0,455,Phoenix,Summer
2024-07-05,1016,23.837085153048083,66,0,25.506596226451396,0,169,New York,Summer
2024-10-11,1016,22.29782752437586,73,0,24.62813624636454,1,52,New York,Fall
2024-03-31,1016,21.322763561037505,98,0,21.178262328545955,1,166,New York,Spring
2024-08-23,1016,20.723054001578756,64,0,22.99153033846638,1,79,New York,Summer
2024-10-21,1016,22.192697290964905,35,0,23.68681732715252,0,391,New York,Fall
2024-02-10,1016,21.22150642664868,81,0,17.79115123629757,1,411,New York,Winter
2024-01-18,1016,22.229736574293245,86,0,21.609034630778034,0,139,New York,Winter
2024-04-13,1016,23.426283151228947,54,0,24.86346362742706,0,58,New York,Spring
2024-03-07,1016,24.396318072445766,59,0,22.141714147474342,0,333,New York,Spring
2024-09-09,1016,22.443519877245386,22,0,18.16355838105352,0,263,New York,Fall
2024-07-18,1016,21.094018678945517,81,0,23.502480285235674,0,450,Los Angeles,Summer
2024-02-07,1016,22.058243443360254,71,0,25.90095437573462,0,282,Los Angeles,Winter
2024-09-25,1016,20.584345009627516,23,0,25.631078253810717,0,282,Los Angeles,Fall
2024-10-31,1016,21.446702899966283,75,0,19.737830636683096,0,435,Los Angeles,Fall
2024-04-24,1016,21.57065137394954,87,0,22.236732054308657,0,115,Los Angeles,Spring
2024-09-18,1016,22.27728751742468,45,0,23.968536836056312,1,326,Los Angeles,Fall
2024-08-13,1016,22.801221831468194,25,0,20.555069012061757,0,385,Los Angeles,Summer
2024-02-11,1016,20.846766780681467,27,0,20.485054849298756,0,215,Los Angeles,Winter
2024-02-02,1016,24.166096515051468,83,1,22.49078391065991,1,380,Los Angeles,Winter
2024-10-26,1016,24.01584779174633,90,0,26.73470241104745,1,442,Los Angeles,Fall
2024-09-20,1016,23.878584053251977,11,0,24.445524569472294,1,343,Chicago,Fall
2024-06-27,1016,22.884362234233503,66,1,19.69110154249489,0,300,Chicago,Summer
2024-12-07,1016,23.206492601960917,94,0,23.931963602034415,0,106,Chicago,Winter
2024-08-10,1016,24.074625869775144,12,1,19.260530948291215,1,474,Chicago,Summer
2024-08-10,1016,21.755515310529077,14,0,23.376810563752485,0,200,Chicago,Summer
2024-04-24,1016,24.362990236019918,99,0,23.30206440674011,0,201,Chicago,Spring
2024-01-28,1016,24.317148362714182,71,0,24.8037494903432,0,391,Chicago,Winter
2024-12-16,1016,22.68822827281844,21,1,26.203693611838574,1,304,Chicago,Winter
2024-05-15,1016,24.28084793977916,36,0,26.816795472581912,1,471,Chicago,Spring
2024-05-18,1016,20.78359384971963,39,1,27.51984247378379,0,169,Chicago,Spring
2024-09-02,1016,22.610424394181756,29,0,21.248362772959272,0,297,Houston,Fall
2024-05-12,1016,22.488933708849437,79,0,25.17608001967229,0,406,Houston,Spring
2024-04-13,1016,21.505127083954086,49,0,19.022869253927475,0,68,Houston,Spring
2024-08-24,1016,23.529479466836097,40,0,18.821454145784887,1,442,Houston,Summer
2024-11-23,1016,22.236020309522665,96,0,20.69280521986847,0,185,Houston,Fall
2024-09-02,1016,21.110375253899342,96,0,18.946327767756628,0,303,Houston,Fall
2024-10-19,1016,23.563122014927725,42,0,21.005240502091652,0,384,Houston,Fall
2024-02-06,1016,21.402815690923905,49,0,25.465400498087156,0,272,Houston,Winter
2024-03-06,1016,22.377431977573952,78,1,20.145731341417264,0,50,Houston,Spring
2024-02-11,1016,23.281338590363113,88,0,25.290781943143365,0,211,Houston,Winter
2024-01-02,1016,22.548974906736195,50,0,20.27102742378421,0,154,Phoenix,Winter
2024-08-20,1016,20.766489169807322,57,0,19.562941359483816,0,114,Phoenix,Summer
2024-09-02,1016,23.7858016640723,13,0,17.647745111472858,1,375,Phoenix,Fall
2024-12-22,1016,22.08922788177362,19,0,22.543221763080346,0,316,Phoenix,Winter
2024-01-01,1016,23.8860488114585,63,0,20.39324264385684,0,397,Phoenix,Winter
2024-02-22,1016,23.003227722232314,54,0,26.041515427102965,0,344,Phoenix,Winter
2024-04-09,1016,22.270428601891666,79,1,18.71188308381285,0,287,Phoenix,Spring
2024-09-28,1016,24.19780621617022,23,0,21.6019303333279,0,108,Phoenix,Fall
2024-08-04,1016,23.393961875046998,81,0,23.553050077296124,1,276,Phoenix,Summer
2024-03-12,1016,23.50140130514849,49,0,20.813501713688442,0,462,Phoenix,Spring
2024-09-12,1017,32.1057772404721,62,1,37.49939356241957,0,290,New York,Fall
2024-08-12,1017,32.65496135977476,28,0,31.0483522494554,0,362,New York,Summer
2024-10-30,1017,33.06172180476503,89,1,34.0100826972489,0,228,New York,Fall
2024-07-13,1017,34.133207664267005,82,0,28.45768183229291,0,236,New York,Summer
2024-03-23,1017,30.802557473447543,48,1,31.584083247422477,0,126,New York,Spring
2024-11-28,1017,34.4072254731375,81,0,37.25297341128084,1,340,New York,Fall
2024-04-17,1017,32.633769220552225,21,0,35.924692372911224,0,330,New York,Spring
2024-09-27,1017,33.23062149227834,44,0,31.8702761499991,0,290,New York,Fall
2024-02-09,1017,30.95651089820963,50,0,30.97060745595131,0,317,New York,Winter
2024-02-26,1017,31.622523795506652,91,0,28.97359206673749,0,277,New York,Winter
2024-07-28,1017,32.3055445867748,90,1,36.411958348571176,0,475,Los Angeles,Summer
2024-02-16,1017,32.59404593199867,36,1,36.83183131652162,0,368,Los Angeles,Winter
2024-01-09,1017,33.57954524186021,13,0,34.16702574159353,0,140,Los Angeles,Winter
2024-11-18,1017,31.20675783365695,48,0,32.99916944637166,0,274,Los Angeles,Fall
2024-05-08,1017,32.774305342958634,31,0,28.777880162125495,1,162,Los Angeles,Spring
2024-11-05,1017,32.86833530009639,93,0,37.528147458207364,0,439,Los Angeles,Fall
2024-03-02,1017,33.12027783375709,37,0,33.1919929149681,0,133,Los Angeles,Spring
2024-12-04,1017,32.880980297837304,56,0,28.231314799094108,0,269,Los Angeles,Winter
2024-01-23,1017,31.068551950143608,53,0,32.43250955028802,0,187,Los Angeles,Winter
2024-03-02,1017,30.890084013992244,98,0,36.78529722379719,1,445,Los Angeles,Spring
2024-02-26,1017,32.72778989231837,95,0,28.702489323085217,1,68,Chicago,Winter
2024-04-09,1017,32.237113110128654,77,1,32.40423649627026,1,380,Chicago,Spring
2024-09-29,1017,30.69089954983981,43,0,36.29091941020785,0,439,Chicago,Fall
2024-10-08,1017,32.29376704904303,12,0,29.322170098049405,0,481,Chicago,Fall
2024-11-27,1017,30.912734155736942,33,1,32.134254085843395,0,259,Chicago,Fall
2024-10-03,1017,31.111314377370807,63,0,32.1271193056403,0,303,Chicago,Fall
2024-02-17,1017,33.602284648449874,99,0,29.390564124819573,0,127,Chicago,Winter
2024-04-11,1017,33.834549261973464,92,1,37.346128220332915,1,498,Chicago,Spring
2024-04-05,1017,34.278176525581976,10,0,32.303205557244695,1,151,Chicago,Spring
2024-02-25,1017,32.95563339949742,93,0,33.60678277699005,0,291,Chicago,Winter
2024-04-22,1017,33.239169422368086,19,0,35.010389974435576,1,207,Houston,Spring
2024-04-30,1017,34.31320443216089,72,1,29.749423632364127,0,293,Houston,Spring
2024-08-16,1017,33.17008641844041,79,0,27.728910657365063,0,178,Houston,Summer
2024-10-07,1017,33.563355673249305,84,0,33.637313042628655,0,465,Houston,Fall
2024-04-01,1017,32.26862842703148,93,0,36.39381712305684,1,253,Houston,Spring
2024-05-30,1017,34.56787745347547,83,0,27.785106874223306,1,261,Houston,Spring
2024-10-03,1017,32.82990676108074,53,0,29.109036408130272,0,121,Houston,Fall
2024-03-02,1017,34.357772526954214,20,1,29.88422731661429,0,152,Houston,Spring
2024-03-13,1017,31.59488505512121,84,1,32.74828618513428,0,74,Houston,Spring
2024-12-08,1017,30.680989711629127,12,1,36.53162707270354,0,384,Houston,Winter
2024-07-10,1017,32.500704113724375,30,1,33.487321211502,0,419,Phoenix,Summer
2024-07-06,1017,33.3984532712138,57,0,29.27704268330557,0,374,Phoenix,Summer
2024-10-11,1017,30.773870211349305,12,1,34.594658228884754,0,492,Phoenix,Fall
2024-05-27,1017,32.00209960547764,81,0,36.98377596177383,1,277,Phoenix,Spring
2024-04-27,1017,31.793078830092806,83,1,34.59878104458515,0,289,Phoenix,Spring
2024-05-04,1017,34.13029557137416,90,0,28.844977563698542,1,436,Phoenix,Spring
2024-07-29,1017,34.48898402071553,89,0,36.11756780728011,0,181,Phoenix,Summer
2024-04-30,1017,30.680754146607455,40,0,35.12906768022075,0,388,Phoenix,Spring
2024-08-27,1017,31.723613972466715,26,0,28.376796005525136,0,247,Phoenix,Summer
2024-09-13,1017,32.16789456637118,80,0,32.96086288036962,0,163,Phoenix,Fall
2024-07-21,1018,32.14999095470954,73,0,31.553000616742974,1,109,New York,Summer
2024-04-14,1018,34.80375779526871,37,1,32.44491737431113,0,109,New York,Spring
2024-01-21,1018,35.300418674972484,43,0,37.61093816581074,0,169,New York,Winter
2024-10-15,1018,34.78865731973416,11,0,36.69472510260192,1,450,New York,Fall
2024-11-23,1018,33.44092666599181,10,1,32.5364863290238,1,443,New York,Fall
2024-12-10,1018,34.91628766352191,60,0,33.83060261608596,0,135,New York,Winter
2024-12-11,1018,32.35015135752041,38,0,30.56471931322566,1,93,New York,Winter
2024-02-14,1018,32.46996825261933,50,0,33.02204510232352,0,314,New York,Winter
2024-06-18,1018,33.38256724632814,42,0,36.95893885752093,0,240,New York,Summer
2024-08-12,1018,33.31249559716833,46,1,37.29727877105607,0,73,New York,Summer
2024-01-26,1018,34.354429070170035,80,0,33.74898496731556,1,402,Los Angeles,Winter
2024-07-21,1018,33.067425310016105,42,0,29.491738406028762,0,99,Los Angeles,Summer
2024-10-21,1018,35.484833268631746,22,0,31.597991471420112,0,169,Los Angeles,Fall
2024-12-13,1018,33.10755588721752,94,0,36.42881140633033,1,251,Los Angeles,Winter
2024-02-27,1018,32.684923933624425,80,0,33.66050313319764,1,96,Los Angeles,Winter
2024-11-29,1018,35.58383906319355,80,0,36.42208792609125,1,470,Los Angeles,Fall
2024-10-05,1018,34.90992690158657,50,1,37.65684948586922,1,381,Los Angeles,Fall
2024-08-18,1018,32.75819294370188,25,0,37.953374425760074,0,332,Los Angeles,Summer
2024-09-01,1018,33.722902981303186,31,0,28.748772691390972,0,111,Los Angeles,Fall
2024-04-29,1018,34.99919960866173,41,1,38.30464818837179,1,306,Los Angeles,Spring
2024-10-15,1018,34.58153658991415,96,0,36.20073761783864,0,258,Chicago,Fall
2024-03-05,1018,32.057438139206404,65,0,35.85102983621272,1,113,Chicago,Spring
2024-07-01,1018,31.739627202164403,86,1,33.65215267349568,0,284,Chicago,Summer
2024-03-30,1018,34.24594784413487,36,0,32.94324284270833,0,113,Chicago,Spring
2024-02-14,1018,32.79092737323304,98,0,34.13760662911416,0,264,Chicago,Winter
2024-09-09,1018,31.74698467879065,27,1,32.46688964886746,1,253,Chicago,Fall
2024-02-24,1018,32.02896801507133,68,1,36.99730381582182,0,498,Chicago,Winter
2024-05-26,1018,32.4228426996034,59,0,34.65240363814348,0,158,Chicago,Spring
2024-05-08,1018,32.27407038857317,99,0,37.57197764075567,0,488,Chicago,Spring
2024-04-25,1018,32.3188810069507,87,0,28.78709210527219,0,207,Chicago,Spring
2024-07-14,1018,32.33561568446751,75,0,38.575730391421025,1,410,Houston,Summer
2024-02-29,1018,33.61587670459202,98,0,37.286548591887275,1,259,Houston,Winter
2024-05-24,1018,32.33231644838101,57,1,30.394530888282542,0,374,Houston,Spring
2024-09-27,1018,32.52197713274786,51,1,29.350885459405703,0,149,Houston,Fall
2024-10-07,1018,35.30134330769379,57,0,33.24093661427534,0,70,Houston,Fall
2024-02-25,1018,34.147737648807585,19,0,35.13203402004798,0,309,Houston,Winter
2024-07-29,1018,33.423761238549204,21,0,38.614918825058794,0,209,Houston,Summer
2024-09-04,1018,34.62870800218622,72,0,31.17519212741639,0,150,Houston,Fall
2024-12-05,1018,34.73486063420085,87,0,29.626560211562612,0,80,Houston,Winter
2024-06-27,1018,32.02087635581721,25,0,28.904378453250523,0,182,Houston,Summer
2024-10-29,1018,34.930264493644046,65,0,35.59978064681553,0,336,Phoenix,Fall
2024-03-11,1018,33.47920459913016,38,0,32.52416527771664,0,357,Phoenix,Spring
2024-04-06,1018,35.50387864456391,63,0,29.595757047802866,0,56,Phoenix,Spring
2024-09-15,1018,34.72468995581411,36,0,33.55294852717482,0,467,Phoenix,Fall
2024-01-18,1018,33.45614509594982,78,0,28.861383549195416,0,489,Phoenix,Winter
2024-06-16,1018,34.782546235681416,37,0,35.74274345815399,1,201,Phoenix,Summer
2024-08-05,1018,34.84891694252988,18,1,38.11276604680426,1,465,Phoenix,Summer
2024-11-28,1018,31.932112984217387,34,0,32.21726793762901,0,297,Phoenix,Fall
2024-05-17,1018,33.61905729637551,72,0,36.00008799099568,0,367,Phoenix,Spring
2024-01-29,1018,32.79479298740922,96,0,36.858921654746645,1,97,Phoenix,Winter
2024-02-13,1019,10.377445864980933,10,0,10.171739988282155,0,313,New York,Winter
2024-09-23,1019,8.483818989029132,25,1,6.886548815272876,0,494,New York,Fall
2024-08-14,1019,10.590334903549309,84,1,12.561572729581414,0,394,New York,Summer
2024-03-07,1019,11.185810752553493,64,0,9.570464840724878,0,130,New York,Spring
2024-06-29,1019,8.939467931930979,93,0,9.26856312735678,0,474,New York,Summer
2024-02-01,1019,9.588513852580602,78,0,6.251943144302271,0,467,New York,Winter
2024-05-18,1019,11.752776419450658,46,0,14.004012282686315,0,202,New York,Spring
2024-12-01,1019,10.334804465788713,74,0,8.436164417777801,0,435,New York,Winter
2024-02-04,1019,11.109930089456382,41,0,8.562355331948797,0,298,New York,Winter
2024-10-31,1019,11.46113789234916,10,0,11.28827015113001,0,395,New York,Fall
2024-06-23,1019,11.41203871886833,10,0,8.79647598058445,0,456,Los Angeles,Summer
2024-09-28,1019,9.316252572930338,60,1,6.171279991669717,0,135,Los Angeles,Fall
2024-06-13,1019,10.867231658992287,43,0,10.599790357450392,0,342,Los Angeles,Summer
2024-06-24,1019,12.404338430528947,41,0,6.2210902823468475,0,326,Los Angeles,Summer
2024-01-02,1019,10.16638478454794,46,1,7.6908037868003545,0,77,Los Angeles,Winter
2024-09-09,1019,11.550653051203701,13,0,8.073241280931175,0,91,Los Angeles,Fall
2024-01-23,1019,10.643193011876317,74,0,12.562614383954234,0,194,Los Angeles,Winter
2024-04-05,1019,10.83408379632802,80,0,7.339662759655612,0,356,Los Angeles,Spring
2024-03-18,1019,11.775047260641191,66,0,12.996834331403626,1,167,Los Angeles,Spring
2024-10-07,1019,10.355500129410974,64,0,11.179833511214161,0,141,Los Angeles,Fall
2024-06-12,1019,12.091645686380293,31,0,9.607263395675194,0,394,Chicago,Summer
2024-10-31,1019,10.70723036403379,26,0,7.496371965686061,0,439,Chicago,Fall
2024-01-24,1019,12.061086649314499,87,0,14.442822515808892,1,282,Chicago,Winter
2024-03-15,1019,9.418268283733392,81,0,6.8703328528971355,0,263,Chicago,Spring
2024-01-31,1019,12.41216892533017,59,0,9.615649350583377,0,211,Chicago,Winter
2024-04-27,1019,11.122470444833645,26,0,11.178121042328026,0,400,Chicago,Spring
2024-04-01,1019,12.127258511890282,73,1,11.557841560774088,0,403,Chicago,Spring
2024-02-02,1019,10.79431502891098,58,0,14.20607724002171,1,292,Chicago,Winter
2024-03-23,1019,8.78973522843673,23,0,13.640888793341198,0,367,Chicago,Spring
2024-07-02,1019,10.01064435074476,48,1,13.819512713064622,1,68,Chicago,Summer
2024-11-16,1019,11.542457798595006,36,0,9.537460341470677,0,222,Houston,Fall
2024-07-03,1019,10.23934722627052,21,0,7.286027274178801,0,156,Houston,Summer
2024-03-29,1019,11.28291566791336,42,0,7.463008582895343,0,416,Houston,Spring
2024-11-14,1019,12.328929687091842,44,0,14.419500578025376,0,343,Houston,Fall
2024-09-20,1019,11.869371622612398,54,0,15.030135397528312,0,309,Houston,Fall
2024-04-24,1019,9.323580102612038,40,0,11.305760518895344,1,417,Houston,Spring
2024-03-26,1019,11.047876245069633,39,0,14.608885660036433,0,312,Houston,Spring
2024-10-07,1019,12.215589694582563,18,0,10.698419359234546,0,88,Houston,Fall
2024-07-18,1019,9.633083737327246,62,1,15.171547979959369,0,143,Houston,Summer
2024-09-12,1019,9.816181917268334,36,0,8.510355617778696,0,312,Houston,Fall
2024-07-10,1019,11.31208802998201,11,0,7.067493048094536,0,170,Phoenix,Summer
2024-09-29,1019,10.251780242026582,20,0,8.86932051207496,1,296,Phoenix,Fall
2024-01-23,1019,12.132094852177573,40,0,9.905693041328101,0,356,Phoenix,Winter
2024-02-18,1019,12.428952004506094,42,0,8.95551412618124,0,302,Phoenix,Winter
2024-02-05,1019,9.461663053183877,91,0,9.286336322581084,0,373,Phoenix,Winter
2024-06-05,1019,9.928859028153223,86,0,11.34195715065572,0,399,Phoenix,Summer
2024-09-01,1019,10.726859820429024,19,0,6.180038282226019,1,251,Phoenix,Fall
2024-03-20,1019,9.61036065183188,82,0,6.431961604396497,1,135,Phoenix,Spring
2024-07-12,1019,11.369106168779187,14,0,10.215239284348627,0,466,Phoenix,Summer
2024-03-27,1019,10.697460038063639,28,0,9.09036492822275,0,456,Phoenix,Spring
2024-12-20,1020,13.00616203785694,29,1,7.590551256975704,0,57,New York,Winter
2024-05-18,1020,11.162400266275048,73,1,12.249886875582845,0,293,New York,Spring
2024-07-20,1020,13.538806450729195,85,0,14.03220299935346,0,392,New York,Summer
2024-12-04,1020,11.291649107873793,52,0,12.7623670904415,0,108,New York,Winter
2024-06-22,1020,12.663147369407806,89,0,12.323586592144284,1,284,New York,Summer
2024-08-18,1020,10.893180847057707,42,0,8.950380857550563,1,138,New York,Summer
2024-09-18,1020,11.165091691595828,62,1,14.653841294623742,0,323,New York,Fall
2024-11-21,1020,13.214225527461238,61,0,10.846625780832152,0,79,New York,Fall
2024-02-25,1020,11.28448985513041,73,0,8.921281881061716,0,144,New York,Winter
2024-11-20,1020,12.728392246828152,41,0,10.10139703342781,1,234,New York,Fall
